Market Prices (INR),Market Demand (tons),Market Supply (tons),Storage Cost (per ton),Transport Cost (per km),Storage Duration (months),Market Trends,Sowing Date (Month),Harvest Date (Month),Weather Condition (Month),Historical Yield Data (tons),District,Year,Intentional Storage (Yes/No),Crop Quality Rating,Government Policies,Consumer Preference,Crop Rotation,Crop Name,Price Spike,Weather Change (Yes/No),Yield Predicted by Farmer,Actual Harvested Yield,Actual Distributed Yield,Crop Type,Detailed Analysis
1322.964644,1409,684,14.52701479,1.191484802,12,1,10,10,2,1528.860558,10,2005,1,7,0,2,1,0,1,0,586.7642658,1544.840399,996.5102871,0,0
2862.051885,1908,1315,8.135030538,4.252318784,8,1,10,2,0,633.9663035,10,2005,1,10,1,0,1,4,1,0,1215.17868,1068.724979,1611.666062,0,0
1503.40709,573,1769,12.71030977,2.526572759,12,2,8,4,2,1281.674239,10,2005,1,6,0,0,1,3,1,0,702.7341278,1260.722627,1039.213093,0,0
2744.422813,891,599,6.931205943,2.478576244,7,0,11,4,1,966.0619974,10,2005,1,2,1,2,2,0,0,0,761.2636349,1550.461311,1514.057141,0,0
1480.724983,1825,703,6.849633013,4.684721136,1,1,7,1,2,216.1360265,10,2005,1,8,1,2,1,1,1,0,901.8128,1557.415805,979.9366589,0,0
1430.541581,1292,838,13.42423404,1.490861704,12,1,11,3,1,1170.756613,10,2005,1,3,0,0,2,1,1,0,1308.539299,524.646521,588.2954706,0,0
2044.121155,1957,828,14.82251498,2.350354875,2,2,4,4,0,733.9424466,10,2005,1,3,2,0,0,1,1,0,567.609932,811.2929873,943.0316896,0,0
1117.187736,1618,1877,9.432254743,2.428506723,5,0,1,6,0,570.4600484,10,2005,0,8,0,0,1,4,0,0,1324.4156,644.2204984,926.6912184,0,1
2695.301859,1270,633,9.492583356,2.273750525,11,0,9,5,1,545.538361,10,2005,1,5,0,1,2,4,0,0,885.7030259,605.5924362,663.3332749,0,0
1095.429944,1935,1095,11.48506133,2.487261803,7,0,2,2,1,310.8529122,10,2005,1,3,0,2,0,2,1,1,908.1851642,1122.545488,1068.570356,0,0
2328.526548,1269,1721,6.196016298,2.347950435,12,2,12,4,1,668.9031919,10,2005,1,8,0,0,1,0,1,1,1796.757909,1000.280502,729.810266,0,0
2346.494949,1294,1751,13.1800841,2.656831563,2,1,11,5,2,281.343699,10,2005,1,8,1,2,0,2,1,1,1868.332419,1075.478906,1065.1394,0,0
2935.114122,1775,780,14.76725802,4.746834329,7,1,6,5,2,637.6927359,10,2005,1,9,0,0,1,1,1,1,1868.822418,1584.784203,531.3392992,0,0
1870.954119,1317,961,9.655248296,3.706432385,5,0,10,9,2,228.7808868,10,2005,1,2,2,0,2,3,0,1,1866.93751,1338.185749,1478.211026,0,0
2031.058326,1517,951,7.693377872,1.559700443,6,0,9,6,2,434.1700791,10,2005,1,9,1,1,0,3,1,1,659.4388998,674.9319777,904.581435,0,0
1044.122732,1594,1461,8.078187625,4.804379074,4,2,3,12,0,420.2257856,10,2005,0,8,2,1,1,0,0,0,1707.081356,1240.579007,1724.516579,0,1
2926.988774,740,1767,9.549932976,1.085182326,2,2,8,3,0,716.6209023,10,2005,0,1,1,2,1,1,0,1,1930.979217,608.242794,1034.608503,0,1
2447.934699,1534,1470,9.019102058,2.832809108,10,1,10,10,2,200.289891,10,2005,1,6,0,1,2,1,1,1,567.1626318,570.6904121,1635.887977,0,0
2432.901709,1596,672,14.86621606,3.886625067,8,1,9,9,0,250.6015366,10,2005,1,7,2,2,0,1,0,0,965.1985151,1545.850083,936.909447,0,0
1193.907858,1788,646,11.30679622,2.930094819,4,1,10,2,0,506.3904524,10,2005,0,6,0,2,1,4,0,1,1255.887702,1124.498855,838.9866189,0,1
1911.005787,830,1116,7.055984284,1.915120788,12,0,1,1,0,1544.260164,10,2005,1,4,1,2,0,0,1,0,1750.620922,1212.872385,1128.001075,0,0
2719.185814,1046,1342,10.2556905,1.108260585,12,1,4,8,0,1341.036215,10,2005,1,8,0,0,0,2,1,1,1353.343664,872.5232085,1610.685907,0,0
2879.182887,741,773,12.92210259,1.82198228,11,2,9,3,1,1119.643202,10,2005,1,10,1,0,1,1,1,1,668.6454965,739.4240247,427.1505387,0,0
2959.230738,756,636,8.761130103,3.438200506,1,0,4,11,0,1887.515908,10,2005,1,1,1,0,0,1,1,1,1090.707531,815.0418044,618.6973856,0,0
2434.454955,1720,1725,5.971538713,1.97178905,1,2,9,10,0,310.3359898,10,2005,1,10,1,2,0,4,0,0,528.7070877,715.7780145,769.8832128,0,0
1940.7019,1857,724,8.774900909,2.933712568,5,2,12,3,1,588.5690636,10,2005,1,2,2,0,0,0,0,0,1109.989789,548.805124,469.4446824,0,0
1641.369033,1480,1834,11.23592184,1.13156358,8,0,9,2,2,1968.77696,10,2005,1,8,2,2,1,0,0,1,1616.133248,823.5252778,1239.103642,0,0
2450.028487,919,1754,14.52159578,3.906384818,4,0,11,11,2,762.9437008,10,2005,1,7,2,0,0,2,0,0,1870.563227,1553.430238,769.5992265,0,0
1037.519612,1194,1225,12.5350124,3.197842566,9,0,1,8,0,469.5720054,10,2005,1,2,1,0,2,0,1,0,1693.529233,1615.738577,564.6122338,0,0
1078.905591,1066,1245,12.48937074,3.742560487,6,0,4,6,2,342.1198585,10,2005,1,7,0,1,2,3,0,0,1849.195885,762.9561939,1499.671214,0,0
2205.899689,707,1263,12.72271939,1.385626029,6,1,5,10,2,154.0383683,10,2005,1,7,1,2,1,2,1,0,1693.531116,1124.153218,666.0448009,0,0
1884.790543,1608,820,10.57182773,2.018921819,7,2,8,4,0,669.0214796,10,2005,1,5,0,1,1,2,0,1,900.7153186,1604.055856,576.2565492,0,0
1064.765458,542,1726,5.714501758,2.106618092,1,1,7,4,1,397.7096945,10,2005,1,4,1,0,2,0,0,0,1800.471431,667.1768308,902.4191097,0,0
1574.794435,1553,1543,9.816067301,2.615804754,9,2,8,9,1,1493.496736,10,2005,1,3,1,2,2,0,0,1,1212.07829,619.366765,1072.399804,0,0
1703.056987,878,1836,6.875870963,1.753686454,7,1,9,5,2,1222.333415,10,2005,1,7,2,2,2,4,1,0,586.5070632,909.9226673,720.8446947,0,0
2893.317183,550,1626,12.29556139,3.667333976,9,0,1,2,1,1427.116481,10,2005,1,6,1,2,0,0,0,0,1935.916764,733.633184,1334.362614,0,0
2333.080702,1458,1018,8.901042097,2.731233286,8,1,4,2,0,1857.703737,10,2005,1,3,0,0,0,2,1,0,1559.330728,477.6495476,780.3849996,0,0
1984.616306,1398,1892,6.697968104,4.103640043,10,2,5,2,1,760.3898334,10,2005,1,7,0,0,0,0,1,0,1125.999779,1066.825235,515.4310903,0,0
1084.797115,1149,503,7.915829703,4.04401271,5,0,8,2,1,1410.002709,10,2005,1,7,2,0,2,1,1,0,1437.979457,1329.378491,555.693704,0,0
1218.676367,1591,570,11.57724855,2.439383549,1,1,5,7,2,1966.993282,10,2005,1,6,0,1,0,0,1,0,1470.210007,747.131195,1579.571383,0,0
2454.572566,798,1237,11.21160293,4.029434853,4,2,5,10,1,1470.260339,10,2005,1,3,2,2,1,4,0,0,1892.680582,647.0630422,963.4586989,0,0
1330.223615,1849,885,6.536169399,1.042161374,6,0,8,7,1,1109.98991,10,2005,1,1,1,0,1,0,0,0,1926.953973,509.6139848,1773.496327,0,0
1944.52048,653,1045,9.045709454,3.489992044,3,1,3,10,2,112.8704004,10,2005,1,3,0,1,2,4,1,0,1129.983932,430.6849462,1676.609815,0,0
2458.164356,1909,1302,10.51443835,4.300261881,9,0,5,8,2,710.7659884,10,2005,1,4,0,1,2,2,0,1,1132.114574,564.0154363,536.2382013,0,0
2255.63347,1331,694,7.721135506,2.669411434,6,1,11,5,1,1043.304529,10,2005,1,2,2,1,0,3,0,0,1133.487638,1022.031294,788.1898175,0,0
1882.655346,1866,1113,7.368751585,3.60776769,1,2,5,5,2,630.7185356,10,2005,1,6,1,1,1,2,0,1,529.5617239,602.4786661,734.1127666,0,0
2001.686599,1583,952,13.58375934,1.077320379,4,0,10,2,1,770.5329792,10,2005,1,2,1,1,0,2,1,1,1973.982988,947.5250446,1657.640196,0,0
2167.834434,1637,1504,9.253548842,3.63576326,10,0,9,1,2,1600.226331,10,2005,1,6,1,1,2,3,0,1,1472.167694,429.4835204,1328.900818,0,0
2652.31954,526,1693,12.40659312,3.410699605,6,0,1,1,2,245.0911618,10,2005,1,3,2,2,1,2,1,1,1278.73596,994.5715912,680.849159,0,0
2258.050217,797,553,12.41417774,3.784472763,12,1,5,7,0,551.4184225,10,2005,1,6,1,1,0,3,1,0,985.9670172,741.6583399,475.6480406,0,0
2435.71387,512,1553,8.547256604,2.510054972,5,1,11,7,1,315.2648498,10,2005,1,6,2,0,2,1,0,0,764.6619297,1424.147781,710.4757308,0,0
1441.850244,973,1623,5.671047871,3.616938302,11,1,10,8,1,262.8847453,10,2005,1,4,0,1,1,4,1,0,1189.019865,553.8041708,508.1335643,0,0
1143.099115,643,1183,5.094714951,4.189773063,5,1,4,6,1,524.6077186,10,2005,1,2,2,0,0,1,1,0,1755.197967,1597.211176,812.4686602,0,0
2617.526937,549,1271,8.023816427,2.208009563,3,0,7,8,1,909.7727021,10,2005,1,8,2,2,2,0,1,0,714.8096479,1437.656568,1469.82409,0,0
2552.474403,684,1860,10.3245303,4.541418739,5,1,7,1,1,867.7550033,10,2005,1,9,0,0,1,0,1,0,608.7448963,1433.080511,588.29309,0,0
2668.942122,1181,1349,8.292484202,1.686399268,8,1,7,9,2,550.2352887,10,2005,1,2,0,2,1,1,0,1,1688.214801,1794.665761,607.0686394,0,0
1513.074204,786,787,6.363647473,1.625802003,9,0,4,11,0,1223.954602,10,2005,1,3,1,1,1,2,1,1,1976.631844,1011.140058,751.3373874,0,0
2975.587769,1026,1328,8.894233114,1.401753657,11,1,5,9,1,1302.096889,10,2005,1,8,1,1,0,4,1,0,1075.089091,1707.008918,1739.781307,0,0
1821.925831,1341,807,11.80721532,3.669709389,11,1,5,10,0,259.6145514,10,2005,1,3,2,1,1,3,1,0,949.0012834,1540.739735,1739.033113,0,0
1728.973461,1346,752,8.228657966,4.668091412,10,2,12,10,2,1214.966856,10,2005,1,1,0,2,2,1,1,1,1205.700071,1676.930525,1577.730116,0,0
2362.589496,1478,1221,8.251281367,1.325435836,5,2,7,7,0,1447.754838,10,2005,0,10,2,1,2,0,1,1,1171.786692,1353.370747,1740.302969,0,1
1611.36147,1287,1038,12.79836165,2.658140271,10,2,11,9,0,412.8411642,10,2005,0,5,1,1,1,2,1,0,1758.934364,780.9136786,1393.148294,0,1
1936.732101,1294,1067,12.04322382,2.438980294,11,0,5,7,2,1217.234272,10,2005,1,8,0,1,1,1,1,1,524.9073968,1676.522787,1631.83932,0,0
2491.499653,1474,1039,7.123811174,1.489363389,4,2,6,7,2,1818.702041,10,2005,1,7,2,1,0,3,0,0,1116.311077,1116.261883,516.384903,0,0
2065.34067,1051,989,5.098554567,1.067970624,10,2,6,4,0,1426.884325,10,2005,1,2,0,0,0,4,1,0,1918.569016,1299.872178,725.8890033,0,0
1036.806574,1703,523,8.957714445,1.367228773,12,2,2,1,0,773.5680057,10,2005,1,7,2,1,2,1,0,1,1575.444117,1597.842781,929.4886657,0,0
1307.902012,1304,1224,13.1113218,2.474369951,8,1,10,10,2,1591.691162,10,2005,1,7,1,2,2,2,0,0,574.1958653,1068.702145,1416.669706,0,0
2834.961978,1277,1786,7.341342193,2.636437083,4,1,8,8,1,1546.192422,10,2005,1,4,1,0,1,1,1,0,604.203723,436.8504123,1463.178088,0,0
1133.688705,1169,754,14.83539265,1.931761589,5,1,9,2,1,583.3916464,10,2005,1,4,0,0,2,0,1,0,526.4957513,1636.180446,1686.174311,0,0
2903.232426,536,918,13.91714128,3.977765999,2,0,1,5,1,559.951327,10,2005,1,4,0,1,1,3,1,1,1414.429085,608.2204834,1342.144558,0,0
1402.870222,1927,972,13.16492399,3.976633364,8,2,8,3,1,484.8652796,10,2005,1,1,2,2,2,2,1,1,1362.094887,598.5472107,895.6057622,0,0
2923.542103,1633,1201,12.37283125,2.842837782,11,1,3,10,0,530.8256276,10,2005,1,4,2,0,2,1,0,0,1328.809199,1718.120647,886.9073851,0,0
2073.536652,781,850,14.71488178,4.354316244,9,2,7,3,2,1037.697569,10,2005,1,4,1,1,1,4,1,0,1979.353757,672.5002214,693.9611555,0,0
1687.961676,1459,503,7.071207597,1.144571723,9,1,11,5,0,1436.955711,10,2005,1,4,0,2,0,2,0,0,1812.72613,528.014538,856.2209975,0,0
1643.789938,1754,1570,9.01664256,1.076590971,1,0,10,4,2,1557.576977,10,2005,1,3,0,2,2,2,0,1,1710.578302,1074.071604,1312.511687,0,0
2180.533757,924,1572,14.92583251,2.107271117,9,0,3,4,1,562.748563,10,2005,1,8,1,2,2,0,1,0,1678.681135,1789.225583,1611.835983,0,0
1940.099786,1943,1718,11.53700144,1.810502767,10,1,9,7,1,466.6245624,10,2005,1,2,2,1,1,2,1,0,1002.540229,638.3612968,494.5363629,0,0
1077.212112,1347,958,11.89758869,2.948983638,11,1,1,4,1,1337.713601,10,2005,1,2,2,0,2,1,1,0,667.4776619,739.2419779,1038.066536,0,0
1621.987416,533,1776,6.031021756,1.939553306,1,0,8,10,1,1016.687816,10,2005,1,2,1,0,0,1,0,1,1228.786856,471.0781262,1477.035883,0,0
1351.423811,899,1616,6.587544799,3.329373947,3,2,7,4,2,553.9554018,10,2005,1,7,2,0,2,3,0,1,1550.417825,1732.93833,1629.724519,0,0
1365.079254,1315,1037,9.814161694,2.76521566,4,1,3,7,2,1243.002321,10,2005,1,6,2,2,2,0,1,1,1412.709823,1188.106407,1788.252385,0,0
2792.767193,1604,1550,12.81656847,4.658898,9,1,1,6,2,570.8939043,10,2005,1,6,0,1,2,4,1,0,1664.071424,1572.448205,1012.588509,0,0
2173.692876,1664,1585,9.993391608,1.417413334,6,2,11,4,2,1827.560907,10,2005,1,4,1,0,1,4,0,0,1363.900645,643.3775709,910.1537665,0,0
2938.544833,1483,1368,11.48670604,1.221792093,2,1,10,4,0,416.7444895,10,2005,1,6,1,2,1,3,1,1,1238.622163,743.252198,764.3189209,0,0
1445.255902,1025,812,9.033342975,2.979537615,8,0,12,9,2,555.7243268,10,2005,1,7,1,1,2,3,1,1,1562.093088,1137.900453,1202.03627,0,0
1308.635834,1645,1022,10.87887307,2.083602242,12,0,11,5,2,986.3171035,10,2005,1,8,2,0,1,3,0,0,678.5308612,1615.032441,1417.131692,0,0
1753.074941,1869,639,14.81500057,2.818133147,4,0,3,2,1,340.6304956,10,2005,1,6,0,0,2,4,0,0,1224.990581,942.101779,1227.18269,0,0
1516.804547,1393,1030,12.87190635,2.114979173,7,0,10,3,0,1287.213436,10,2005,0,8,1,1,1,1,1,0,926.9485888,1035.030272,720.9425512,0,1
1955.73104,1671,1988,9.15799814,2.684654931,4,0,11,8,1,1890.029133,10,2005,1,10,1,2,0,0,1,1,1496.807438,1734.398339,1785.965483,0,0
2237.655453,517,507,10.08891948,3.129048052,6,0,1,4,2,463.8348273,10,2005,1,1,2,0,0,3,0,0,1778.287463,997.242634,1248.355495,0,0
1852.13107,1360,1125,9.219155953,2.701662199,8,2,3,4,1,1044.544721,10,2005,1,8,2,2,2,3,0,1,1391.443788,451.1394423,1727.023588,0,0
2204.246093,700,647,14.01327798,2.909688743,8,2,5,9,2,1577.533748,10,2005,1,2,1,2,2,1,0,0,1918.28474,849.0974079,1752.637125,0,0
2051.06857,1697,1204,8.707898421,3.967345151,5,2,4,5,2,1342.752408,10,2005,1,10,0,0,0,4,0,1,1906.472403,483.104646,406.0891155,0,0
1718.79897,875,582,9.172679719,3.990367834,10,1,1,7,1,128.3123655,10,2005,1,3,1,0,1,2,1,1,1317.327056,641.6555695,453.7609257,0,0
2748.997025,1260,1895,6.909105774,2.987566278,12,0,6,9,2,1787.102863,10,2005,1,5,1,0,1,2,1,1,1751.892344,929.6763833,778.7470518,0,0
1908.718846,1877,1146,5.071471701,3.907418165,12,0,2,11,2,1419.586348,10,2005,1,8,0,1,2,4,1,1,1477.150812,992.4783763,1703.137737,0,0
1886.3245,1102,1499,5.361677574,4.080451759,1,0,3,5,0,1700.383278,10,2005,0,3,0,1,0,0,1,1,1098.178577,729.5268684,1752.409047,0,1
1037.483148,1818,1953,13.79231495,4.539312868,12,0,3,7,1,251.0381024,10,2005,1,10,0,2,0,1,0,1,1369.260893,1337.399724,827.3114497,0,0
1879.094046,615,1407,5.709192117,2.562511364,6,0,12,1,2,1434.096501,10,2005,1,3,1,2,1,3,1,1,1590.134968,1619.298666,1629.247346,0,0
2276.259267,1306,1454,8.965971675,1.304784779,2,1,8,7,0,1859.427887,10,2005,1,2,1,1,2,1,1,1,1804.862222,424.9593851,1300.120497,0,0
1124.592838,1152,745,10.50074749,3.600834787,3,2,8,8,1,1590.313108,10,2005,1,2,1,1,2,2,0,1,1577.916091,581.2926197,1152.628026,0,0
2083.775403,547,1585,8.701239661,4.995930193,12,2,12,10,2,503.5272254,10,2005,1,6,2,1,2,4,1,1,575.3732258,1189.644826,1582.266218,0,0
2454.755408,1041,1343,7.844314735,2.436670656,2,2,5,3,2,1518.799552,10,2005,1,4,1,2,1,3,0,0,1129.463218,928.4176643,523.6749486,0,0
1793.095319,1329,799,13.09671579,4.031323646,3,1,11,7,2,1961.007554,10,2005,1,10,0,1,0,1,1,1,1192.837234,748.801194,734.3206258,0,0
2706.581247,1456,691,10.71443939,3.289185587,3,2,6,5,2,1490.405248,10,2005,1,7,0,0,2,2,0,0,532.3449371,596.3467816,1617.980724,0,0
2231.046972,785,804,9.831092007,2.440672537,8,2,10,5,1,867.4880128,10,2005,1,5,1,2,1,3,0,0,1181.260557,1052.296245,1470.522386,0,0
1832.73968,1992,1695,11.75031111,3.7057997,12,1,12,7,0,733.7461389,10,2005,1,5,0,0,0,1,1,1,915.7538315,1235.082327,1597.679992,0,0
2206.042628,992,1034,14.50917403,2.009587636,2,2,1,2,0,1619.151751,10,2005,0,10,2,1,2,4,1,1,1163.939558,1226.962978,825.9767415,0,1
2978.067734,1436,1092,7.622943226,1.82496896,3,1,3,1,1,1617.193887,10,2005,1,3,0,1,0,3,1,0,1046.226226,1241.985474,1615.127712,0,0
1601.188287,1349,1864,7.582235407,4.423301182,11,1,11,7,2,162.3765754,10,2005,1,9,0,2,0,3,0,0,801.7933757,520.3909128,1508.822107,0,0
2104.421129,1147,1740,5.610987492,1.199622048,4,2,2,7,0,1995.849026,10,2005,0,7,0,0,1,4,1,0,980.824412,1436.455012,1425.167424,0,1
2707.962255,1892,802,9.794361148,1.992209576,6,0,3,8,2,165.6663033,10,2005,1,3,2,0,2,3,0,0,1678.421656,1752.401928,1622.109591,0,0
2468.945106,508,1559,11.64154643,1.319672444,1,2,12,9,1,427.0427443,10,2005,1,3,2,0,0,0,0,0,1208.845598,451.682206,1483.668269,0,0
1168.706575,616,663,7.960752619,3.147756138,9,2,12,12,2,264.9456133,10,2005,1,6,0,1,2,0,0,1,1059.976263,969.5743718,570.0086915,0,0
1752.44531,725,1576,6.869811155,3.186198423,11,1,4,4,0,249.7571308,10,2005,1,8,1,0,2,3,1,0,607.5999977,1412.2137,976.2285342,0,0
2288.323816,574,1475,6.140946115,4.617619132,6,0,6,10,0,1520.288749,10,2005,0,9,1,2,2,2,0,1,1863.699217,1623.355113,944.9463451,0,1
1270.106884,1364,1282,7.392607314,3.734262718,11,0,5,8,2,441.29787,10,2005,1,5,1,0,2,1,1,0,1133.185442,1238.005223,1345.679547,0,0
1805.613522,1605,689,12.84203956,1.123271021,3,0,5,1,2,1321.413049,10,2005,1,7,0,1,2,2,1,1,504.9147885,674.6861726,1496.037242,0,0
1493.721341,862,1638,7.120820061,4.352781706,12,1,3,11,1,363.8458235,10,2005,1,3,2,0,1,0,0,1,969.6620615,417.2901333,581.7751017,0,0
1313.480375,1625,657,8.122784862,3.861780925,6,1,8,10,0,1307.507461,10,2005,1,10,1,0,1,1,1,1,1885.745558,1010.830706,1695.082563,0,0
2100.94376,1724,625,8.768698851,2.604248524,5,1,12,1,0,1643.298787,10,2005,1,10,0,1,2,3,0,1,1423.985342,1462.921142,725.1407826,0,0
1616.598006,1095,1170,9.115438286,2.29147994,2,0,11,7,1,417.0353514,10,2005,1,10,0,2,2,0,0,1,1666.574954,1416.769832,1457.087155,0,0
1565.284688,919,828,13.96133403,3.695233829,11,0,11,1,0,1935.002523,10,2005,1,10,0,1,2,2,1,1,685.3065343,758.988138,1672.907749,0,0
2245.096281,1588,1329,9.021751787,2.527556471,12,0,10,5,0,1102.262176,10,2005,0,9,0,0,2,1,1,1,1913.804499,1696.245021,753.6829011,0,1
2760.251973,566,1790,8.591697311,1.951464303,8,1,8,9,1,918.8124656,10,2005,1,6,2,1,2,0,1,1,618.0881489,1405.167832,559.0403148,0,0
1071.959554,985,510,11.55312457,1.079040217,4,0,9,1,1,888.2727216,10,2005,1,3,0,2,1,0,1,1,660.2637334,1511.175503,657.5555768,0,0
2971.504259,1973,826,5.762526548,3.328183586,10,2,12,11,0,896.8999042,10,2005,1,1,0,0,2,0,1,1,1176.571713,1348.066477,890.8865393,0,0
2741.893736,1113,882,9.330176049,4.744233728,5,1,1,7,1,1459.926784,10,2005,1,4,0,0,0,3,0,1,1278.658729,1094.846426,973.5983006,0,0
2040.747394,1082,988,6.621239994,2.680707847,4,1,9,1,1,1754.732477,10,2005,1,8,2,2,0,4,0,0,1561.262034,939.6011068,1388.161898,0,0
2506.109687,1915,1141,11.09135363,2.24217521,9,2,10,4,2,1830.370803,10,2005,1,8,1,2,0,3,0,1,1244.900853,671.9050185,485.7729653,0,0
1058.030956,1262,1099,11.4941139,4.501245228,11,1,9,10,2,858.0510177,10,2005,1,2,2,1,0,0,1,1,1649.278427,620.607484,1736.714011,0,0
1674.747907,1025,1963,7.165568688,4.240935,1,0,3,1,0,1010.340848,10,2005,1,5,2,2,1,3,1,1,1987.219725,976.5287557,964.1942535,0,0
2639.381193,509,1013,6.304956431,4.396807749,11,0,5,5,1,1230.223232,10,2005,1,8,0,0,1,2,0,0,621.8009854,542.6122023,1423.505919,0,0
1111.106366,1200,790,8.481862136,2.787560198,8,0,6,9,1,1319.230396,10,2005,1,3,2,0,1,0,1,0,1942.886858,823.8100364,403.6985294,0,0
2330.695901,1522,508,6.189637646,4.625453978,12,2,3,6,2,827.8663885,10,2005,1,6,0,0,0,1,0,0,1125.787428,1681.559011,1292.824817,0,0
1619.074357,1351,1556,8.496012972,4.015245827,7,0,10,4,0,1559.72235,10,2005,0,8,1,1,2,3,0,1,1713.713331,914.1842943,810.4913791,0,1
1569.763605,1281,1883,6.347850808,4.498058575,3,1,7,2,0,1831.977066,10,2005,1,2,2,0,1,0,0,1,1046.118984,1606.614157,840.128658,0,0
1704.134433,737,735,11.72057861,4.980774408,6,2,5,3,0,1546.619449,10,2005,1,7,0,2,1,3,0,0,866.2286395,1371.584936,750.685651,0,0
2745.240818,1716,753,11.85418701,3.289012809,12,1,5,11,1,1590.264706,10,2005,1,4,2,1,0,4,0,1,931.6915615,455.7840607,1021.188883,0,0
2277.024492,663,889,5.707442642,1.891645383,8,0,2,7,0,1583.593507,10,2005,1,5,1,1,0,1,0,1,1844.927365,1151.140972,457.8411554,0,0
2562.433781,1615,848,6.05905066,2.728879227,11,1,4,6,0,838.2437171,10,2005,1,8,1,1,1,4,0,0,1166.616302,1313.319729,1525.057857,0,0
1821.752286,555,1468,11.46606801,2.553783039,2,2,5,2,2,1280.117797,10,2005,1,8,2,1,2,2,0,0,767.3024543,789.5329665,569.3815253,0,0
2079.793163,603,1373,7.349979521,3.816556168,1,2,12,10,1,1226.974801,10,2005,1,2,0,0,1,0,0,0,1003.400829,1617.351255,440.6341366,0,0
1736.509242,1108,1878,10.16018803,4.76518478,4,1,12,9,1,1324.248636,10,2005,1,9,1,0,2,3,0,1,1113.41177,1658.776746,1432.899356,0,0
2088.609559,1307,1705,9.121766838,4.53899306,4,0,1,5,1,1112.547671,10,2005,1,5,1,2,2,0,0,1,1341.110566,1680.492888,742.7844403,0,0
1982.966945,1796,1597,9.710423277,4.099164842,12,2,7,1,0,1636.148533,10,2005,0,1,0,1,1,4,1,0,1004.076295,1674.006902,768.4334006,0,1
2765.530221,1680,864,8.401220294,2.907300379,4,2,4,1,1,1732.398019,10,2005,1,1,2,0,2,0,1,0,1416.036219,1537.095179,813.3798929,0,0
1720.302594,525,1684,8.011522405,3.145754086,4,0,12,12,1,138.1130065,10,2005,1,9,2,2,1,3,0,0,1153.718674,1533.759512,454.955342,0,0
2189.729824,1014,793,12.73173422,4.478859375,1,2,12,7,1,436.0844231,10,2005,1,9,0,0,1,4,1,0,1104.063974,677.36349,485.658961,0,0
2480.898284,524,667,11.05321422,4.576045225,9,1,2,5,1,1690.950776,10,2005,1,9,2,1,2,2,0,0,740.0840092,1778.040682,688.0589956,0,0
2872.419947,1615,1024,10.70688487,4.999977317,11,0,10,6,1,697.4635875,10,2005,1,7,2,1,2,2,0,0,1816.283638,1523.738595,773.1986456,0,0
1181.386091,1799,531,10.00795036,2.55801426,10,1,11,4,0,423.9188292,10,2005,1,10,0,2,0,2,0,0,1771.735934,1550.655905,1603.542412,0,0
2143.880852,571,1150,14.70995801,1.345985198,2,1,6,1,1,1905.091584,10,2005,1,8,2,1,1,1,0,1,1518.772772,1292.923088,1030.522105,0,0
1114.905765,1515,1036,9.291822628,2.595114702,10,0,12,6,2,303.2234959,10,2005,1,10,1,1,0,2,0,1,973.1233189,836.3634971,1072.640601,0,0
1681.78158,1089,1466,11.8795237,3.052277412,2,0,4,8,1,1689.810243,10,2005,1,9,2,2,2,4,0,0,523.7199337,574.0027249,1690.646803,0,0
1087.852639,1784,606,14.91611791,1.024338634,5,0,2,6,2,1112.878715,10,2005,1,1,2,1,0,2,0,0,1114.178206,885.8581326,1341.241853,0,0
1821.24763,607,880,8.713002209,1.561770506,5,0,1,12,1,1758.846693,10,2005,1,8,0,1,2,1,1,1,984.3187169,1338.78608,875.4805006,0,0
2471.025829,1356,1783,14.68283336,4.278640064,5,0,2,6,1,1567.163624,10,2005,1,7,2,1,0,2,1,0,1645.414002,1714.689076,1279.618393,0,0
1772.140396,1620,1858,11.91983374,2.992628853,6,0,11,4,0,1582.73971,10,2005,0,8,0,1,0,1,0,0,1095.690027,580.6449344,1074.70595,0,1
1801.043857,1474,708,6.297297724,2.574334889,2,2,9,12,2,1713.231221,10,2005,1,2,2,2,2,1,0,0,1734.4456,780.9123945,472.191713,0,0
2229.42095,551,1966,8.425995188,2.531450927,12,2,7,1,1,1287.271559,10,2005,1,6,1,2,0,0,0,0,1361.031962,413.6294441,1239.348392,0,0
1545.478635,933,681,13.78408912,3.648904506,3,1,2,7,0,1757.034273,10,2005,1,8,2,1,0,2,1,1,1026.02181,1502.327308,440.6558726,0,0
2843.578399,838,1420,5.049186742,3.66053992,9,1,12,1,2,1187.599873,10,2005,1,8,1,0,1,4,0,1,1307.160081,1624.757323,677.0085359,0,0
1366.901226,1782,799,14.48371925,4.125186517,4,1,1,1,0,1657.560965,10,2005,0,2,1,0,0,4,0,0,1189.915381,1260.42206,806.6801685,0,1
1672.831193,526,1533,10.76656925,1.324455656,10,2,9,11,1,1526.04004,10,2005,1,7,2,2,1,4,0,0,1681.032258,919.9691411,499.6155556,0,0
1742.352961,890,1562,14.08379673,3.722551877,3,2,7,10,1,1987.501809,10,2005,1,3,0,2,2,0,1,0,1815.719235,571.9399885,1619.862614,0,0
1592.841179,1791,1678,5.880180621,4.753090078,1,2,5,2,0,1944.113077,10,2005,1,8,0,2,0,0,1,0,1457.545161,788.3961305,1453.875424,0,0
